ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ingresos;Ocupación;¿Cuántas personas viven en su casa, incluido usted?;Nescafe
5044;Ciudad 1;1;45 - 54;Femenino;Soltero(a);Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;9.   Se dedica al hogar;4;0
5047;Ciudad 1;1;61 - 70;Femenino;Casado(a);Primaria;1.   Católico;Con Hijos;6;No poseo ingresos propios;9.   Se dedica al hogar;8;0
5048;Ciudad 1;2;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;9.   Se dedica al hogar;7;1
5052;Ciudad 1;2;25 - 34;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);8;1
5053;Ciudad 1;2;35 - 44;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;3;0
5055;Ciudad 1;2;61 - 70;Femenino;Viudo(a);Primaria;1.   Católico;Con Hijos;6;No poseo ingresos propios;9.   Se dedica al hogar;8;1
5058;Ciudad 1;1;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);8;1
5062;Ciudad 1;2;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;3;0
5066;Ciudad 1;2;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;9.   Se dedica al hogar;4;0
5075;Ciudad 1;2;45 - 54;Femenino;Soltero(a);Primaria;2.   Cristiano no católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;9.   Se dedica al hogar;10;0
5082;Ciudad 1;2;45 - 54;Femenino;Casado(a);Primaria;1.   Católico;Con Hijos;4;Menos de  $ 500.000;9.   Se dedica al hogar;7;0
5084;Ciudad 1;2;61 - 70;Femenino;Viudo(a);Primaria;6.   Otra:;Con Hijos;6;No poseo ingresos propios;9.   Se dedica al hogar;7;0
5088;Ciudad 1;2;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);3;0
5095;Ciudad 1;1;61 - 70;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);6;0
5098;Ciudad 1;2;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;10;0
5111;Ciudad 1;1;55 - 60;Femenino;Separado(a);Primaria;2.   Cristiano no católico;Con Hijos;6;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;0
5117;Ciudad 1;1;25 - 34;Masculino;Unión Libre;Bachillerato;7.   Ninguna;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);3;0
5127;Ciudad 1;1;35 - 44;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;1
5143;Ciudad 1;1;35 - 44;Femenino;Casado(a);Primaria;2.   Cristiano no católico;Con Hijos;4;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);2;1
5144;Ciudad 1;1;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;9.   Se dedica al hogar;5;1
5202;Ciudad 1;4;45 - 54;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);5;1
5243;Ciudad 1;5;35 - 44;Masculino;Unión Libre;Técnico / Tecnológico;7.   Ninguna;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;0
5266;Ciudad 1;6;25 - 34;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;$ 2,001.000 -- $ 3,000.000;3.   Empresario o Contratista;3;0
5270;Ciudad 1;6;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);5;0
5272;Ciudad 1;6;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;9.   Se dedica al hogar;3;1
5274;Ciudad 1;6;35 - 44;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);5;0
5309;Ciudad 1;6;35 - 44;Masculino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);4;0
5343;Ciudad 1;6;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;5.    Estudia;6;1
5346;Ciudad 1;6;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);4;0
5347;Ciudad 1;6;25 - 34;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;0
5380;Ciudad 1;4;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;6.   Estudia y trabaja;6;0
5388;Ciudad 1;4;25 - 34;Femenino;Casado(a);Pregrado;1.   Católico;Sin Hijos;0;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);3;1
5471;Ciudad 1;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;1
5483;Ciudad 1;6;25 - 34;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;3;$ 2,001.000 -- $ 3,000.000;2.   Trabaja independientemente (informal);5;1
5492;Ciudad 1;3;25 - 34;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;1
5504;Ciudad 1;4;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;7;1
5505;Ciudad 1;4;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
5508;Ciudad 1;4;25 - 34;Masculino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);5;1
5512;Ciudad 1;4;35 - 44;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);4;1
5521;Ciudad 1;5;25 - 34;Masculino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;2.   Trabaja independientemente (informal);7;1
5530;Ciudad 1;4;17 - 24;Femenino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;5;1
5539;Ciudad 1;4;45 - 54;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;1
5552;Ciudad 1;5;35 - 44;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;1
5574;Ciudad 1;5;25 - 34;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;1
5575;Ciudad 1;5;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;5;0
5618;Ciudad 1;3;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;6.   Estudia y trabaja;5;0
5645;Ciudad 1;5;17 - 24;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;3;0
5654;Ciudad 1;5;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;0
5656;Ciudad 1;5;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;5.    Estudia;5;0
5674;Ciudad 1;5;35 - 44;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);5;0
5681;Ciudad 1;5;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;1
5689;Ciudad 1;5;35 - 44;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);5;0
5746;Ciudad 1;3;25 - 34;Masculino;Soltero(a);Pregrado;4.   Budista;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);2;0
5795;Ciudad 1;3;17 - 24;Femenino;Unión Libre;Técnico / Tecnológico;7.   Ninguna;Con Hijos;1;Menos de  $ 500.000;9.   Se dedica al hogar;7;0
5799;Ciudad 1;3;25 - 34;Femenino;Viudo(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;9.   Se dedica al hogar;2;0
5800;Ciudad 1;3;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;5;1
5829;Ciudad 1;3;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;5;1
5869;Ciudad 1;3;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;9.   Se dedica al hogar;4;1
5875;Ciudad 1;2;17 - 24;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;1
5878;Ciudad 1;2;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;1
5882;Ciudad 1;2;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;No poseo ingresos propios;9.   Se dedica al hogar;3;0
5901;Ciudad 1;2;35 - 44;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;5;0
5904;Ciudad 1;3;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;5.    Estudia;4;1
5905;Ciudad 1;2;45 - 54;Femenino;Soltero(a);Primaria;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;2;0
5911;Ciudad 1;2;45 - 54;Femenino;Viudo(a);Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;0
5920;Ciudad 1;2;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;7;1
5954;Ciudad 1;3;25 - 34;Femenino;Soltero(a);Posgrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);2;0
6005;Ciudad 1;3;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);9;1
6011;Ciudad 1;4;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;5;0
6029;Ciudad 1;5;25 - 34;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;6.   Estudia y trabaja;3;1
6060;Ciudad 1;5;25 - 34;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;0
6063;Ciudad 1;5;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;4;1
6079;Ciudad 1;5;25 - 34;Masculino;Casado(a);Pregrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);3;1
6081;Ciudad 1;5;25 - 34;Femenino;Casado(a);Pregrado;1.   Católico;Sin Hijos;0;No poseo ingresos propios;7.   Busca empleo;3;1
6116;Ciudad 1;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);6;0
6135;Ciudad 1;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;No poseo ingresos propios;7.   Busca empleo;2;1
6155;Ciudad 1;3;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
6170;Ciudad 1;1;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);3;0
6193;Ciudad 1;4;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);4;0
6236;Ciudad 1;4;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;0
